Date,TestsTotaltests,TestsTotalsamplestestedpriorto1July2020,TestsTotalsamplestestedsince1July2020,TestsReasonfortestseekinghealthcaresymptomatic,TestsReasonforTestInboundTravel,TestsReasonforTestOnIslandSurveillanceScreening,TestsPendingResults,TestsNegativeTestsPriorto1July2020,TestsNegativeTestssince1July2020,TestsAverageTurnaroundTimeAllSwabsLast7days,TestsTotalNegativeTests,CasesTotalConfirmedPositiveCases,CasesFemalePositiveNumber,CasesMalePositiveNumber,CasesFemalePositivePercentage,CasesMalePositivePercentage,CasesAverageAgeTestedPositive,CasesSeven7DayNumberper100000,CasesFortnight14dayNumberper100000,CasesPositiveCasesIdentifiedPriorto1July2020,CasesPositiveCasesIdentifiedSince1July2020,CasesPositiveCasesIdentifiedSymptomaticIndividualsSeekingHealthcare,CasesPositiveCasesIdentifiedInboundTravelArrivalsScreening,CasesPositiveCasesIdentifiedAdmissionsScreening,CasesPositiveCasesIdentifiedWorkforceScreening,CasesPositiveCasesIdentifiedCohortScreening,CasesPositiveCasesIdentifiedContactTracing,CasesOldCasesConfirmedBySerology,CasesManagedInOtherJurisdictions,CasesCurrentKnownActiveCases,CasesSymptomatic,CasesAsymptomatic,CasesNumberOfKnownDirectContactsOfCurrentActiveCases,CasesDailyNewConfirmedCases,CasesKnownCasesInCareHomes,CasesKnownCasesInCommunity,CasesKnownCasesInHospital,RecoveriesTotalRecovered,RecoveriesFemaleRecoveredNumber,RecoveriesMaleRecoveredNumber,RecoveriesFemaleRecoveredPercentage,RecoveriesMaleRecoveredPercentage,RecoveriesAverageAgeRecovered,MortalityTotalDeaths,MortalityLaboratoryProvenDeaths,MortalityProbableCovid-19,MortalityDeathsGeneralHospital,MortalityDeathsStSaviours,MortalityDeathsCareHomes,MortalityDeathsDomesticProperties,MortalityDeathsAge40to49,Mortalitypercentageregistereddeathsaged40-49,MortalityDeathsAge50to59,Mortalitypercentageregistereddeathsaged50-59,MortalityDeathsAge60to69,Mortalitypercentageregistereddeathsaged60-69,MortalityDeathsAge70to79,Mortalitypercentageregistereddeathsaged70-79,MortalityDeathsAge80to89,Mortalitypercentageregistereddeathsaged80-89,MortalityDeathsAge90andover,Mortalitypercentageregistereddeathsaged90andover,MortalityDeathsFemale,MortalityDeathsMale,InboundTravelPercentageArrivalsScreeningIdentifiedatDay0,InboundTravelPercentageArrivalsScreeningIdentifiedatDay5,InboundTravelPercentageArrivalsScreeningIdentifiedatDay8or10,InboundTravelPercentageArrivingfromRed,InboundTravelPercentageArrivingfromAmber,InboundTravelPercentageArrivingfromGreen,InboundTravelPercentageArrivingbyAir,InboundTravelPercentageArrivingBySea,InboundTravelPercentageTravellersDeclaredasResident,InboundTravelReasonforTravelBusinessVisitortoJersey,InboundTravelReasonforTravelCriticalWorker,InboundTravelReasonforTravelHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelJerseyResidentReturningHome,InboundTravelReasonforTravelNotRecorded,InboundTravelReasonforTravelSeasonalWorker,InboundTravelReasonforTravelUniversityStudentReturningHome,InboundTravelReasonforTravelVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelCrewonInboundCraft,InboundTravelArrivalsfromAmber,InboundTravelArrivalsfromGreen,InboundTravelArrivalsfromRed,InboundTravelPositiveArrivalsByAir,InboundTravelPositiveArrivalsBySea,InboundTravelNumberArrivalsScreeningIdentifiedatDay0,InboundTravelNumberArrivalsScreeningIdentifiedatDay8or10,InboundTravelNumberArrivalsScreeningIdentifiedatDay5,InboundTravelReasonforTravelBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBusinessVisitortoJersey,InboundTravelReasonforTravelPercentageCriticalWorker,InboundTravelReasonforTravelPercentageHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelPercentageJerseyResidentReturningHome,InboundTravelReasonforTravelPercentageNotRecorded,InboundTravelReasonforTravelPercentageSeasonalWorker,InboundTravelReasonforTravelPercentageUniversityStudentReturningHome,InboundTravelReasonforTravelPercentageVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelPercentageCrewonInboundCraft,7DayRate18to39,7DayRate40to59,7DayRateOver60,7DayRateUnder18,TestReasonbyWeekInboundTravel,TestReasonbyWeekOnIslandSurveillanceScreening,TestReasonbyWeekSeekingHealthcareSymptomatic,7DayRatePercentageChange,DateTime,DateTimeShort
2021-01-07,246445,15802,230643,6369,129384,94890,226,15482,227828,,float;#243310.000000000,2908,1573,1335,0.5409,0.4591,43,129.87,295.92,320,2600,588,357,59,525,119,941,12,7,302,199,103,959,14,5,295,2,2561,1389,1172,0.5424,0.4576,42,56,39,17,31,3,,2,,,2,0.0357,3,0.0536,13,0.2321,26,0.4643,12,0.2143,0.4107,0.5893,0.8357,0.1226,0.039,0.4847,0.2033,0.312,0.8515,0.1485,0.7245,38,196,,1061,28,78,9,90,0,73,112,174,304,53,300,14,45,17,0.0112,0.025,0.1292,,0.6994,0.0185,0.0514,0.0059,0.0593,0,167,151,84,68,,,,,"12:00 AM, Thursday 7 January 2021","12:00 AM, 7 Jan 2021"
2021-01-06,244350,15802,228548,6334,128971,93243,124,15482,225851,,float;#241333.000000000,2892,1569,1328,0.5416,0.4584,43,145.64,301.48,320,2584,583,354,59,519,119,939,12,7,332,212,120,969,17,10,308,14,2516,1362,1154,0.5413,0.4587,42,53,36,17,30,3,,2,,,2,0.0377,3,0.0566,12,0.2264,25,0.4717,11,0.2075,0.4151,0.5849,0.8375,0.1232,0.0392,0.4818,0.2045,0.3137,0.8503,0.1497,0.7328,36,184,,1043,28,75,9,84,0,73,112,172,301,53,299,14,44,12,0.0082,0.0245,0.1251,,0.709,0.019,0.051,0.0061,0.0571,0,177,145,88,82,,,,,"12:00 AM, Wednesday 6 January 2021","12:00 AM, 6 Jan 2021"
2021-01-05,242342,15802,226540,6277,128771,91492,709,15482,223287,,float;#238769.000000000,2863,1552,1316,0.5411,0.4589,43,159.55,341.37,320,2555,577,348,59,513,115,932,12,7,346,217,129,939,26,9,318,19,2473,1331,1142,0.5382,0.4618,42,51,34,17,28,3,,2,,,2,0.0392,3,0.0588,10,0.1961,25,0.4902,11,0.2157,0.4118,0.5882,0.8362,0.1243,0.0395,0.4774,0.2062,0.3164,0.8621,0.1379,0.7402,29,168,,965,27,66,7,75,0,73,112,169,300,48,296,14,44,10,0.0074,0.0215,0.1247,,0.7164,0.02,0.049,0.0052,0.0557,0,203,161,96,82,,,,,"12:00 AM, Tuesday 5 January 2021","12:00 AM, 5 Jan 2021"
2021-01-04,239650,15802,223848,6236,127935,89677,104,15482,221221,,float;#236703.000000000,2842,1538,1305,0.541,0.459,43,153.06,366.42,320,2534,575,335,59,511,113,930,12,7,389,235,154,1012,27,15,351,23,2411,1304,1109,0.5409,0.46,43,47,30,17,25,3,,2,,,2,0.0426,3,0.0638,10,0.2128,21,0.4468,11,0.234,0.4043,0.5957,0.8357,0.1246,0.0397,0.4759,0.2068,0.3173,0.8597,0.1403,0.7354,26,154,,843,24,64,5,66,0,73,112,168,288,47,295,14,44,1,0.0008,0.022,0.1302,,0.7126,0.0203,0.0541,0.0042,0.0558,0,223,174,112,97,2460,6510,300,,"12:00 AM, Monday 4 January 2021","12:00 AM, 4 Jan 2021"
2021-01-03,238781,15802,222979,6207,127573,89199,276,15482,220201,,float;#235683.000000000,2821,1524,1297,0.5402,0.4598,43,155.84,423.01,320,2513,569,334,59,501,113,926,12,7,440,269,171,1152,28,15,401,24,2342,1265,1077,0.5401,0.4599,43,44,27,17,23,3,,2,,,2,0.0455,3,0.0682,10,0.2273,19,0.4318,10,0.2273,0.4091,0.5909,0.8329,0,0,0.4669,0.2104,0.3228,0.8593,0.1407,0.8026,8,54,,492,7,4,2,45,0,73,112,162,287,47,289,14,44,1,0.0016,0.0131,0.0881,,0.8026,0.0114,0.0065,0.0033,0.0734,0,223,167,96,87,,,,,"12:00 AM, Sunday 3 January 2021","12:00 AM, 3 Jan 2021"
2021-01-02,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,0.4478,0.2179,0.3343,,,0.8072,5,18,,253,3,1,1,25,0,73,112,150,0,0,,,,0,0,0.0163,0.0588,,0.8268,0.0098,0.0033,0.0033,0.0817,0,230,161,96,111,,,,,"12:00 AM, Saturday 2 January 2021","12:00 AM, 2 Jan 2021"
2021-01-01,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,0.4377,0.2219,0.3404,,,0.7273,2,8,,49,1,0,1,5,0,73,112,144,0,0,,,,0,0,0.0303,0.1212,,0.7424,0.0152,0,0.0152,0.0758,0,207,161,96,97,,,,,"12:00 AM, Friday 1 January 2021","12:00 AM, 1 Jan 2021"
2020-12-31,234930,15802,219128,6107,126635,86386,228,15482,216459,,float;#231941.000000000,2760,1493,1267,0.5409,0.4591,43,167.9,602.97,320,2452,561,322,58,491,112,897,12,7,556,346,210,1516,23,17,516,23,2166,1165,1001,0.5379,0.4621,43,44,27,17,23,3,,2,,,2,0.0455,3,0.0682,10,0.2273,19,0.4318,10,0.2273,0.4091,0.5909,0.8277,0.1292,0.0431,0.4308,0.2246,0.3446,0.854,0.146,,,,,,,,,,,73,112,140,275,47,269,14,42,,,,,,,,,,,,197,155,104,97,,,,,"12:00 AM, Thursday 31 December 2020","12:00 AM, 31 Dec 2020"
2020-12-30,233134,15802,217332,6031,126214,85087,169,15482,214756,,float;#230238.000000000,2726,1466,1249,,,43,160.48,664.19,320,2418,550,318,57,489,112,881,12,7,712,437,275,1851,27,46,641,25,1978,1056,922,0.5339,0.4661,43,42,25,17,21,3,,2,,,2,0.0476,3,0.0714,10,0.2381,18,0.4286,9,0.2143,0.4048,0.5952,0.8277,0.1262,0.0431,0.4308,0.2246,0.3446,0.8553,0.1447,,,,,,,,,,,73,112,140,272,46,269,14,42,,,,,,,,,,,,207,208,108,126,,,,,"12:00 AM, Wednesday 30 December 2020","12:00 AM, 30 Dec 2020"
2020-12-29,231697,15802,215895,5959,125894,84042,190,15482,213317,,float;#228799.000000000,2707,1469,1238,0.5427,0.4573,43,198.52,743.97,320,2399,543,317,56,486,112,874,12,7,773,471,302,1965,11,56,691,26,1902,1017,885,0.5347,0.4653,43,41,25,16,21,3,,2,,,2,0.0488,3,0.0732,10,0.2439,17,0.4146,9,0.2195,0.3902,0.6098,0.827,0.1289,0.044,0.4182,0.2296,0.3522,0.8549,0.1451,,,,,,,,,,,73,112,133,271,46,263,14,41,,,,,,,,,,,,187,208,88,136,,,,,"12:00 AM, Tuesday 29 December 2020","12:00 AM, 29 Dec 2020"
2020-12-28,230579,15802,214777,5937,125600,83240,290,15482,212114,,float;#227596.000000000,2692,1460,1232,0.5423,0.4577,43,229.13,786.64,320,2384,538,316,56,484,112,867,12,7,801,495,306,2113,19,56,721,24,1859,990,869,0.5325,0.4675,42,41,25,16,21,3,,2,,,2,0.0488,3,0.0732,10,0.2439,17,0.4146,9,0.2195,0.3902,0.6098,0.827,0.1289,0.044,0.4182,0.2296,0.3522,0.8544,0.1456,,,,,,,,,,,73,112,133,270,46,263,14,41,,,,,,,,,,,,236,243,116,174,2510,7360,220,,"12:00 AM, Monday 28 December 2020","12:00 AM, 28 Dec 2020"
2020-12-27,229802,15802,214000,5934,125234,82832,524,15482,211132,,float;#226614.000000000,2663,1444,1219,0.5422,0.4578,43,281.08,813.54,320,2355,535,307,56,481,111,854,12,7,864,532,332,2570,27,63,776,25,1767,932,835,0.5274,0.4726,42,41,25,16,21,3,,2,,,2,0.0488,3,0.0732,10,0.2439,17,0.4146,9,0.2195,0.3902,0.6098,0.8265,0,0,0.4164,0.2303,0.3533,0.8502,0.1498,,,,,,,,,,,73,112,132,261,46,262,14,41,,,,,,,,,,,,259,278,144,213,,,,,"12:00 AM, Sunday 27 December 2020","12:00 AM, 27 Dec 2020"
2020-12-26,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3994,0.237,0.3636,,,,,,,,,,,,,73,112,123,0,0,,,,,,,,,,,,,,,308,338,212,257,,,,,"12:00 AM, Saturday 26 December 2020","12:00 AM, 26 Dec 2020"
2020-12-25,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3954,0.2386,0.366,,,,,,,,,,,,,73,112,121,0,0,,,,,,,,,,,,,,,341,372,228,329,,,,,"12:00 AM, Friday 25 December 2020","12:00 AM, 25 Dec 2020"
2020-12-24,226266,15802,210464,5853,124304,80307,75,15482,208125,,float;#223607.000000000,2583,1405,1178,0.5439,0.4561,43,444.34,944.34,320,2275,521,303,52,464,110,814,12,7,930,575,355,2980,49,63,842,25,1621,857,764,0.5287,0.4713,42,41,25,16,21,,,,,,2,0.0488,3,0.0732,10,0.2439,17,0.4146,9,0.2195,0.3902,0.6098,0.8295,0.1213,0.0459,0.3934,0.2393,0.3672,0.8482,0.1518,,,,,,,,,,,73,112,120,257,46,253,14,38,,,,,,,,,,,,400,401,264,387,,,,,"12:00 AM, Thursday 24 December 2020","12:00 AM, 24 Dec 2020"
2020-12-23,224314,15802,208512,5807,123761,78944,159,15482,206112,,float;#221594.000000000,2560,1389,1171,0.5426,0.4574,43,517.63,957.33,320,2252,513,301,52,455,110,810,12,7,988,600,388,3066,66,79,881,28,1541,813,728,0.5276,0.4724,42,40,24,16,20,,,,,,2,0.05,3,0.075,10,0.25,16,0.4,9,0.225,0.375,0.625,0.8317,0.1188,0.0462,0.3894,0.2409,0.3696,0.8472,0.1528,,,,,,,,,,,73,112,118,255,46,252,14,37,,,,,,,,,,,,463,467,381,460,,,,,"12:00 AM, Wednesday 23 December 2020","12:00 AM, 23 Dec 2020"
2020-12-22,223116,15802,207314,5764,123678,77872,888,15482,204262,,float;#219744.000000000,2483,1347,1144,0.5407,0.4593,43,542.67,933.21,320,2175,506,296,52,435,101,774,12,7,989,609,380,3475,56,71,887,31,1464,778,686,0.5314,0.4686,42,39,23,16,19,,,,,,1,0.0256,3,0.0769,10,0.2564,16,0.4103,9,0.2308,0.3846,0.6154,0.8339,0.113,0.0465,0.3854,0.2425,0.3721,0.848,0.152,,,,,,,,,,,73,112,116,251,45,251,14,36,,,,,,,,,,,,531,552,489,484,,,,,"12:00 AM, Tuesday 22 December 2020","12:00 AM, 22 Dec 2020"
2020-12-21,220602,15802,204800,5725,123179,75896,389,15482,202285,,float;#217767.000000000,2445,1317,1128,0.5387,0.4613,43,553.8,944.34,320,2137,497,296,50,427,95,761,12,7,1019,637,382,3711,53,66,924,29,1397,747,650,0.5347,0.4653,42,38,22,16,18,,,,,,1,0.0263,3,0.0789,9,0.2368,16,0.4211,9,0.2368,0.3684,0.6316,0.8384,0.1145,0.0471,0.3771,0.2458,0.3771,0.848,0.152,,,,,,,,,,,73,112,112,251,45,249,14,34,,,,,,,,,,,,508,606,553,503,3730,9380,430,,"12:00 AM, Monday 21 December 2020","12:00 AM, 21 Dec 2020"
2020-12-20,219216,15802,203414,5621,123025,74768,609,15482,200804,,float;#216286.000000000,2336,1253,1083,0.5364,0.4636,43,532.47,886.83,320,2028,465,293,49,421,94,695,12,7,939,583,356,3952,116,65,844,30,1370,737,633,0.538,0.462,42,36,20,16,16,,,,,,1,0.0278,3,0.0833,9,0.25,15,0.4167,8,0.2222,0.3611,0.6389,0.8384,0.1145,0.0471,0.3771,0.2458,0.3771,0.8498,0.1502,,,,,,,,,,,73,112,112,249,44,249,14,34,,,,,,,,,,,,515,625,565,499,,,,,"12:00 AM, Sunday 20 December 2020","12:00 AM, 20 Dec 2020"
2020-12-19,217526,15802,201724,5606,122312,73806,784,15482,199019,,float;#214501.000000000,2256,1217,1039,0.5395,0.4605,44,550.09,861.78,320,1948,456,286,49,375,94,677,12,7,914,545,369,4134,37,65,819,30,1315,701,614,0.5331,0.4669,43,36,20,16,16,,,,,,1,0.0278,3,0.0833,9,0.25,15,0.4167,8,0.2222,0.3611,0.6389,0.8373,0.1119,0.0441,0.3729,0.2475,0.3797,0.8497,0.1503,,,,,,,,,,,73,112,110,243,43,247,14,34,,,,,,,,,,,,459,622,585,445,,,,,"12:00 AM, Saturday 19 December 2020","12:00 AM, 19 Dec 2020"
2020-12-18,215481,15802,199679,5584,121548,72547,124,15482,197640,,float;#213122.000000000,2234,1206,1028,0.5398,0.4602,44,534.32,914.66,320,1926,454,283,49,365,94,670,12,7,947,548,399,4448,124,65,849,33,1260,673,587,0.5341,0.4659,44,36,20,16,16,,,,,,1,0.0278,3,0.0833,9,0.25,15,0.4167,8,0.2222,0.3611,0.6389,0.8408,0.1073,0.045,0.3599,0.2526,0.3875,0.8511,0.1489,,,,,,,,,,,73,112,104,240,42,243,13,33,,,,,,,,,,,,479,650,633,397,,,,,"12:00 AM, Friday 18 December 2020","12:00 AM, 18 Dec 2020"
2020-12-17,214653,15802,198851,5552,121373,71926,1334,15482,195738,,float;#211220.000000000,2098,1115,981,0.532,0.468,44,509.28,852.5,320,1790,447,278,49,306,71,628,12,7,876,533,343,4515,100,48,797,31,1195,640,555,0.5356,0.4644,43,33,17,16,13,,,,,,1,0.0303,3,0.0909,9,0.2727,12,0.3636,8,0.2424,0.3636,0.6364,0.8451,0.1056,0.0387,0.3486,0.257,0.3944,0.852,0.148,,,,,,,,,,,73,112,99,236,41,240,13,31,,,,,,,,,,,,469,647,617,363,,,,,"12:00 AM, Thursday 17 December 2020","12:00 AM, 17 Dec 2020"
2020-12-16,211249,15802,195447,5461,120278,69708,168,15482,193597,,float;#209079.000000000,2001,1061,940,0.5302,0.4698,44,450.83,817.25,320,1693,427,274,48,262,64,607,12,7,881,532,349,4914,108,44,805,32,1094,587,507,0.5366,0.4634,43,32,16,16,13,,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.8525,0.1007,0.0324,0.3453,0.2518,0.4029,0.8535,0.1465,,,,,,,,,,,70,112,96,233,40,237,11,30,,,,,,,,,,,,449,637,593,310,,,,,"12:00 AM, Wednesday 16 December 2020","12:00 AM, 16 Dec 2020"
2020-12-15,209382,15802,193580,5360,120056,68164,673,15482,191325,,float;#206807.000000000,1901,1008,893,0.5302,0.4698,43,410.02,782.93,320,1593,397,272,44,234,52,583,12,7,811,509,302,4998,60,34,747,30,1064,570,494,0.5357,0.4643,43,32,16,16,13,,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.865,0.1022,0.0328,0.3358,0.2555,0.4088,0.8524,0.1476,,,,,,,,,,,70,112,92,231,40,237,9,28,,,,,,,,,,,,413,552,497,295,,,,,"12:00 AM, Tuesday 15 December 2020","12:00 AM, 15 Dec 2020"
2020-12-14,206746,15802,190944,5296,119253,66395,273,15482,189148,,float;#204630.000000000,1842,967,866,0.5276,0.4724,43,399.81,758.81,320,1534,374,267,43,225,47,567,12,7,774,492,282,4959,61,31,719,24,1042,559,483,0.5365,0.4635,43,32,16,16,13,,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.864,0.0993,0.0257,0.3309,0.2574,0.4118,0.8502,0.1498,,,,,,,,,,,70,112,90,227,40,235,9,28,,,,,,,,,,,,417,489,409,271,3420,9860,690,,"12:00 AM, Monday 14 December 2020","12:00 AM, 14 Dec 2020"
2020-12-13,205637,15802,189835,5257,118916,65662,611,15482,187764,,float;#203246.000000000,1779,939,839,0.5281,0.4719,43,386.83,730.06,320,1471,368,266,42,209,36,539,12,7,738,456,282,4818,88,20,693,25,1016,545,471,0.5364,0.4636,43,32,16,16,,,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.8731,0.1007,0.0261,0.3284,0.2575,0.4142,0.8496,0.1504,,,,,,,,,,,69,111,88,226,40,234,7,27,,,,,,,,,,,,426,483,401,232,,,,,"12:00 AM, Sunday 13 December 2020","12:00 AM, 13 Dec 2020"
2020-12-12,203773,15802,187971,5154,118470,64347,661,15482,185941,,float;#201423.000000000,1688,863,775,0.5269,0.4731,43,361.78,676.25,320,1380,330,264,41,174,33,527,12,7,671,420,251,4864,59,20,626,25,992,534,458,0.5383,0.4617,43,32,16,16,,,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.8722,0.1015,0.0263,0.3233,0.2594,0.4173,0.8485,0.1515,,,,,,,,,,,69,111,86,224,40,232,7,27,,,,,,,,,,,,433,464,333,247,,,,,"12:00 AM, Saturday 12 December 2020","12:00 AM, 12 Dec 2020"
2020-12-11,201370,15802,185568,5051,117593,62924,461,15482,183789,,float;#199271.000000000,1637,863,775,0.5269,0.4731,43,390.54,655.84,320,1329,307,258,41,168,32,512,12,7,667,395,272,4764,77,19,624,24,946,513,433,0.5423,0.4577,43,32,16,16,,,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.8712,0.0985,0.0265,0.3182,0.2614,0.4205,0.8381,0.1619,,,,,,,,,,,69,111,84,207,40,230,7,27,,,,,,,,,,,,410,439,288,266,,,,,"12:00 AM, Friday 11 December 2020","12:00 AM, 11 Dec 2020"
2020-12-10,199205,15802,183403,4855,117276,61272,128,15482,182039,,float;#197521.000000000,1555,813,742,0.5228,0.4772,43,361.78,610.39,320,1247,282,251,38,144,23,498,12,7,630,393,237,4372,42,4,601,25,901,495,406,0.5494,0.4506,44,32,16,16,,,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.8721,0.0891,0.0194,0.3023,0.2674,0.4302,0.8381,0.1619,,,,,,,,,,,69,111,78,207,40,225,7,26,,,,,,,,,,,,459,476,304,261,,,,,"12:00 AM, Thursday 10 December 2020","12:00 AM, 10 Dec 2020"
2020-12-09,197118,15802,181316,4776,116625,59915,1212,15482,178927,,float;#194409.000000000,1497,786,709,0.5258,0.4742,43,380.33,587.2,320,1189,268,247,36,124,16,487,12,7,602,369,233,4213,57,4,573,25,871,477,394,0.5476,0.4524,44,32,16,16,,,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.8884,0.0876,0.0159,0.2829,0.2749,0.4422,0.8381,0.1619,,,,,,,,,,,69,111,71,207,40,223,5,23,,,,,,,,,,,,453,423,248,261,,,,,"12:00 AM, Wednesday 9 December 2020","12:00 AM, 9 Dec 2020"
2020-12-08,194737,15802,178935,4683,116329,57923,337,15482,177458,,float;#192940.000000000,1460,772,688,0.5288,0.4712,43,387.76,564.01,320,1152,254,242,34,122,15,474,12,7,579,351,228,3997,69,3,551,25,857,466,391,0.5438,0.4562,44,32,16,16,,,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.8952,0.0887,0.0161,0.2782,0.2782,0.4435,0.8347,0.1653,,,,,,,,,,,69,110,69,202,40,222,4,22,,,,,,,,,,,,489,457,268,242,,,,,"12:00 AM, Tuesday 8 December 2020","12:00 AM, 8 Dec 2020"
2020-12-07,193576,15802,177774,4618,116073,57083,1678,15482,175028,,float;#190510.000000000,1388,735,653,0.5295,0.4705,43,374.77,511.13,320,1080,236,239,30,115,14,435,12,7,536,325,211,3985,27,3,510,23,828,450,378,0.5435,0.4565,44,32,16,16,,,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.8934,0.0902,0.0123,0.2746,0.2746,0.4508,0.8326,0.1674,,,,,,,,,,,67,110,67,199,40,218,4,22,,,,,,,,,,,,518,442,308,203,2170,9820,800,,"12:00 AM, Monday 7 December 2020","12:00 AM, 7 Dec 2020"
2020-12-06,191509,15802,175707,4545,115421,55741,811,15482,173859,,float;#189341.000000000,1357,719,639,0.5295,0.4705,43,358.07,489.8,320,1049,228,233,28,107,14,428,12,7,516,319,197,3618,102,3,496,17,817,445,372,0.5447,0.4553,44,32,16,16,,,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.8963,0.0913,0.0083,0.2697,0.278,0.4523,0.8283,0.1717,,,,,,,,,,,67,109,65,193,40,216,3,22,,,,,,,,,,,,495,413,300,223,,,,,"12:00 AM, Sunday 6 December 2020","12:00 AM, 6 Dec 2020"
2020-12-05,190088,15802,174286,4457,115117,54710,1149,15482,172196,,float;#187678.000000000,1261,664,598,0.5261,0.4739,43,335.81,407.24,320,953,194,230,23,93,14,388,12,7,450,286,164,3553,23,3,431,16,787,432,355,0.5489,0.4511,44,32,16,16,,,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.8983,0.0932,0.0085,0.2585,0.2839,0.4576,0.8261,0.1739,,,,,,,,,,,67,108,61,190,40,212,2,22,,,,,,,,,,,,492,385,292,198,,,,,"12:00 AM, Saturday 5 December 2020","12:00 AM, 5 Dec 2020"
2020-12-04,188974,15802,173172,4389,114732,54051,1425,15482,170826,,float;#186308.000000000,1238,654,584,0.5283,0.4717,43,287.57,394.25,320,930,192,227,21,90,11,378,12,7,440,284,156,3179,68,3,422,15,774,425,349,0.5491,0.4509,44,32,16,16,,,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.897,0.0944,0.0086,0.2489,0.2876,0.4635,0.8238,0.1762,,,,,,,,,,,67,108,58,187,40,209,2,22,,,,,,,,,,,,466,363,276,169,,,,,"12:00 AM, Friday 4 December 2020","12:00 AM, 4 Dec 2020"
2020-12-03,186688,15802,170886,4212,114398,52276,1115,15482,168920,,float;#184402.000000000,1170,620,550,0.5299,0.4701,44,253.25,344.16,320,862,176,224,18,71,9,353,12,7,378,255,123,3027,60,1,367,10,769,421,348,0.5475,0.4525,44,32,16,16,,,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.8943,0.0969,0.0044,0.2379,0.2952,0.467,0.8259,0.1741,,,,,,,,,,,67,106,54,185,39,203,2,22,,,,,,,,,,,,397,312,232,155,,,,,"12:00 AM, Thursday 3 December 2020","12:00 AM, 3 Dec 2020"
2020-12-02,184148,15802,168346,4045,114223,50078,716,15482,166844,,float;#182326.000000000,1110,590,520,0.5315,0.4685,44,231.91,298.7,320,802,160,222,17,57,7,328,12,7,331,231,100,2840,66,1,322,8,756,415,341,0.5489,0.4511,44,32,16,16,,,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.8973,0.0893,0.0045,0.2277,0.2991,0.4732,0.8288,0.1712,,,,,,,,,,,67,106,51,184,38,201,1,22,,,,,,,,,,,,371,287,192,102,,,,,"12:00 AM, Wednesday 2 December 2020","12:00 AM, 2 Dec 2020"
2020-12-01,182777,15802,166975,3954,113970,49051,1112,15482,165133,,float;#180615.000000000,1054,563,491,0.5342,0.4658,44,184.6,251.39,320,746,131,221,17,53,6,307,12,7,278,192,86,2207,35,1,270,7,753,414,339,0.5498,0.4502,44,32,16,16,,,,,,,1,0.0313,3,0.0938,9,0.2813,12,0.375,7,0.2188,0.375,0.625,0.9054,0.0901,0.0045,0.2252,0.3018,0.473,0.8326,0.1674,,,,,,,,,,,67,105,50,184,37,201,1,20,,,,,,,,,,,,325,265,180,102,,,,,"12:00 AM, Tuesday 1 December 2020","12:00 AM, 1 Dec 2020"
